CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
52881,Customer_52881,43,Male,Los Angeles,23,60.68,315,0
78390,Customer_78390,61,Female,Chicago,22,62.95,429,0
19952,Customer_19952,51,Female,Chicago,18,99.77,162,0
50743,Customer_50743,64,Male,Houston,20,76.61,420,1
46490,Customer_46490,47,Male,New York,10,82.63,224,1
18243,Customer_18243,65,Female,Houston,18,64.83,82,1
50786,Customer_50786,38,Female,Houston,23,56.98,300,1
34598,Customer_34598,48,Male,Miami,7,89.96,208,0
32261,Customer_32261,67,Male,Chicago,19,95.88,325,0
39228,Customer_39228,57,Male,Miami,6,85.38,367,1
92839,Customer_92839,31,Female,Houston,17,49.1,128,0
86432,Customer_86432,19,Male,Miami,8,98.6,137,0
49832,Customer_49832,19,Male,Los Angeles,21,33.06,198,0
20441,Customer_20441,59,Female,New York,8,34.34,302,0
3590,Customer_3590,62,Male,New York,8,88.46,148,0
83222,Customer_83222,29,Female,Miami,2,70.4,320,1
10346,Customer_10346,60,Male,Chicago,23,50.89,212,0
77417,Customer_77417,28,Female,Miami,16,69.93,438,1
53324,Customer_53324,51,Male,Los Angeles,12,50.06,290,0
56212,Customer_56212,53,Female,Miami,4,32.6,84,1
99073,Customer_99073,48,Female,New York,8,67.54,146,1
32809,Customer_32809,53,Female,Los Angeles,5,56.16,405,1
71893,Customer_71893,58,Male,Los Angeles,16,86.59,456,0
73267,Customer_73267,44,Female,Houston,8,76.45,220,0
8517,Customer_8517,23,Female,Houston,6,50.37,222,0
48186,Customer_48186,58,Female,New York,7,36.65,105,1
50469,Customer_50469,26,Female,Chicago,12,43.63,326,1
29398,Customer_29398,47,Male,Chicago,22,44.72,481,0
84131,Customer_84131,45,Female,Houston,19,30.79,374,0
51812,Customer_51812,45,Female,Los Angeles,16,51.65,203,0
44604,Customer_44604,25,Female,New York,4,39.9,209,0
73819,Customer_73819,29,Female,Houston,1,40.41,54,1
74711,Customer_74711,62,Male,Los Angeles,17,74.24,487,0
26971,Customer_26971,30,Male,Chicago,6,98.41,493,0
63600,Customer_63600,26,Male,Miami,23,31.73,64,1
47355,Customer_47355,61,Female,Los Angeles,19,79.65,301,0
11845,Customer_11845,47,Female,Miami,23,35.11,161,1
24700,Customer_24700,28,Female,Houston,19,63.54,370,0
67013,Customer_67013,27,Male,Houston,6,63.4,408,1
95685,Customer_95685,27,Male,Houston,10,57.25,305,1
51264,Customer_51264,51,Male,Miami,19,74.93,142,1
9631,Customer_9631,67,Male,Chicago,15,92.54,452,0
97516,Customer_97516,27,Female,Los Angeles,21,69.65,229,1
25924,Customer_25924,61,Female,Houston,19,80.0,123,0
39739,Customer_39739,55,Female,Los Angeles,16,55.77,467,1
70812,Customer_70812,50,Male,New York,7,53.7,370,0
75220,Customer_75220,25,Male,New York,23,71.6,383,0
70407,Customer_70407,44,Male,New York,24,40.11,90,0
18560,Customer_18560,27,Male,New York,14,63.38,376,0
90560,Customer_90560,25,Female,Los Angeles,21,60.46,193,1
5762,Customer_5762,65,Male,New York,6,69.79,351,0
93880,Customer_93880,65,Male,Houston,23,42.39,497,0
45808,Customer_45808,69,Male,Houston,12,82.46,69,0
91179,Customer_91179,25,Male,New York,20,53.31,310,0
38515,Customer_38515,18,Female,Chicago,17,97.09,462,1
61076,Customer_61076,69,Female,Miami,15,70.22,134,1
8516,Customer_8516,67,Male,Los Angeles,15,42.6,334,1
9135,Customer_9135,58,Male,Miami,18,84.78,498,1
50548,Customer_50548,33,Female,New York,12,63.1,373,1
25337,Customer_25337,43,Male,Houston,2,65.21,392,0
36131,Customer_36131,37,Male,New York,2,66.02,494,1
46960,Customer_46960,42,Female,Miami,18,64.69,434,0
29162,Customer_29162,57,Female,Chicago,18,45.95,434,1
53193,Customer_53193,35,Male,Los Angeles,20,49.84,61,1
33065,Customer_33065,45,Female,New York,17,75.84,219,1
68340,Customer_68340,26,Female,Miami,1,95.43,337,0
91164,Customer_91164,69,Female,Miami,23,88.63,305,1
80691,Customer_80691,55,Male,Los Angeles,13,31.14,297,1
45065,Customer_45065,62,Female,Los Angeles,10,42.05,75,1
60014,Customer_60014,66,Female,Los Angeles,2,60.55,278,1
79958,Customer_79958,38,Female,Los Angeles,11,91.14,132,0
98121,Customer_98121,45,Male,Miami,23,59.2,258,0
22221,Customer_22221,48,Male,Los Angeles,17,48.37,251,1
1511,Customer_1511,22,Female,New York,3,31.13,433,0
70864,Customer_70864,19,Female,Houston,13,49.87,461,0
53079,Customer_53079,66,Male,New York,2,56.47,140,0
85591,Customer_85591,24,Male,Miami,11,55.94,150,0
50946,Customer_50946,68,Male,Houston,23,59.14,243,0
33569,Customer_33569,21,Male,Chicago,7,50.44,419,0
68216,Customer_68216,68,Male,Miami,2,65.49,476,0
60677,Customer_60677,46,Female,Miami,1,54.49,453,1
840,Customer_840,27,Male,Los Angeles,4,67.21,164,0
7824,Customer_7824,57,Female,Chicago,4,89.67,226,0
98225,Customer_98225,35,Female,Miami,2,56.47,332,1
6308,Customer_6308,59,Male,New York,7,55.32,274,1
82420,Customer_82420,55,Female,Miami,6,39.9,371,0
35139,Customer_35139,53,Female,Miami,8,54.77,499,1
79422,Customer_79422,27,Female,New York,9,92.59,414,1
73645,Customer_73645,53,Male,Houston,17,59.23,96,1
59159,Customer_59159,69,Female,Los Angeles,9,80.84,390,1
14388,Customer_14388,26,Female,Miami,12,80.18,129,1
77811,Customer_77811,47,Male,Los Angeles,2,93.75,123,1
13930,Customer_13930,33,Female,Miami,7,53.43,489,0
69182,Customer_69182,70,Male,Los Angeles,7,36.95,319,1
63841,Customer_63841,28,Male,Chicago,23,82.05,185,0
79926,Customer_79926,29,Male,New York,16,71.7,156,0
81092,Customer_81092,52,Male,Chicago,10,95.98,360,1
16249,Customer_16249,64,Female,Houston,10,37.57,196,0
93453,Customer_93453,47,Female,New York,15,74.34,378,0
32230,Customer_32230,19,Male,New York,11,68.59,65,1
87984,Customer_87984,25,Female,Houston,17,76.36,134,0
42847,Customer_42847,59,Male,Miami,3,45.93,169,1
82602,Customer_82602,33,Female,New York,2,33.02,131,0
5559,Customer_5559,64,Female,Los Angeles,4,60.26,144,0
38974,Customer_38974,23,Female,Miami,19,93.55,478,0
1307,Customer_1307,26,Male,Chicago,5,31.59,98,1
13421,Customer_13421,26,Female,Chicago,9,83.07,311,1
67538,Customer_67538,28,Female,New York,4,32.07,205,0
89802,Customer_89802,62,Male,Los Angeles,8,62.3,445,1
26200,Customer_26200,54,Male,Los Angeles,19,63.14,235,1
54746,Customer_54746,53,Female,Los Angeles,6,62.94,227,1
99120,Customer_99120,51,Female,Houston,22,59.07,94,1
75411,Customer_75411,41,Female,New York,3,80.95,430,1
78295,Customer_78295,59,Female,Los Angeles,5,78.57,452,0
25396,Customer_25396,39,Female,Miami,3,40.78,322,1
78304,Customer_78304,42,Male,Miami,2,71.52,415,0
40353,Customer_40353,70,Male,Chicago,16,97.71,358,1
36051,Customer_36051,37,Female,Chicago,24,40.33,291,0
47650,Customer_47650,43,Female,Houston,14,52.17,67,1
20935,Customer_20935,68,Male,Miami,24,72.91,266,0
46525,Customer_46525,35,Female,Chicago,1,99.92,116,1
19167,Customer_19167,67,Male,Miami,2,64.34,302,0
33033,Customer_33033,54,Female,Miami,13,56.02,499,1
6763,Customer_6763,50,Male,Los Angeles,13,83.08,236,0
80486,Customer_80486,35,Male,Miami,19,61.15,453,0
8063,Customer_8063,19,Male,Miami,7,38.99,456,0
4081,Customer_4081,47,Female,Miami,3,37.22,300,1
3024,Customer_3024,25,Male,Houston,17,66.71,401,1
50533,Customer_50533,69,Male,New York,15,32.5,191,1
51585,Customer_51585,36,Male,Los Angeles,18,47.64,249,1
81664,Customer_81664,63,Female,Houston,6,50.84,285,1
65474,Customer_65474,35,Female,Los Angeles,16,34.34,358,0
17675,Customer_17675,28,Male,Miami,24,95.91,185,1
65628,Customer_65628,48,Male,Los Angeles,4,84.27,268,0
63129,Customer_63129,68,Female,Chicago,7,96.74,499,0
71533,Customer_71533,56,Female,Chicago,6,41.32,209,0
34770,Customer_34770,58,Female,Houston,6,64.91,86,1
32078,Customer_32078,21,Male,New York,14,80.17,258,1
87474,Customer_87474,39,Female,Houston,22,98.2,255,1
46790,Customer_46790,45,Male,New York,22,99.59,277,0
65596,Customer_65596,28,Female,Houston,8,73.04,344,0
48379,Customer_48379,60,Male,Miami,1,89.17,415,1
19909,Customer_19909,35,Male,Los Angeles,1,57.36,438,0
14096,Customer_14096,67,Female,Miami,22,72.44,199,0
20797,Customer_20797,59,Female,Chicago,5,60.32,494,0
51448,Customer_51448,63,Male,Miami,23,90.05,201,0
48366,Customer_48366,40,Male,New York,4,57.01,209,0
83054,Customer_83054,44,Male,New York,17,96.06,156,1
67628,Customer_67628,31,Male,Houston,5,50.97,315,0
51737,Customer_51737,42,Male,New York,11,78.09,147,0
9256,Customer_9256,24,Female,Miami,9,57.2,444,0
31354,Customer_31354,39,Male,Los Angeles,3,90.96,297,0
34064,Customer_34064,65,Female,Houston,22,57.96,188,0
33369,Customer_33369,47,Male,Chicago,15,90.38,410,0
73672,Customer_73672,62,Male,Chicago,21,51.25,284,1
32778,Customer_32778,40,Female,Los Angeles,21,49.36,291,0
12914,Customer_12914,57,Male,New York,20,76.14,189,1
62534,Customer_62534,61,Female,Miami,14,75.14,406,1
97439,Customer_97439,55,Female,Los Angeles,9,58.73,215,1
72892,Customer_72892,30,Male,Los Angeles,18,40.69,104,1
83924,Customer_83924,31,Male,Los Angeles,10,97.95,78,1
68702,Customer_68702,44,Female,Miami,4,99.14,96,0
88341,Customer_88341,67,Female,Houston,20,63.45,135,0
68254,Customer_68254,28,Female,Houston,9,67.35,465,0
85713,Customer_85713,64,Female,Chicago,1,90.7,295,1
31582,Customer_31582,43,Female,Miami,2,42.86,438,0
63624,Customer_63624,64,Female,Houston,6,47.61,392,0
25994,Customer_25994,63,Male,Los Angeles,4,99.05,62,1
43310,Customer_43310,60,Female,Houston,8,62.05,118,0
39567,Customer_39567,50,Female,Chicago,5,91.86,252,0
27864,Customer_27864,53,Female,Miami,20,84.64,109,1
21587,Customer_21587,63,Female,Chicago,5,37.46,469,1
66302,Customer_66302,56,Male,Miami,1,60.0,424,0
81473,Customer_81473,45,Male,Los Angeles,14,57.09,85,1
91353,Customer_91353,61,Male,Miami,15,52.28,463,1
88811,Customer_88811,61,Female,Houston,5,32.32,246,0
15766,Customer_15766,36,Female,Los Angeles,1,57.18,349,0
19450,Customer_19450,28,Female,Miami,16,53.51,439,0
33207,Customer_33207,24,Female,Miami,11,96.91,320,0
81433,Customer_81433,48,Female,Miami,13,65.52,288,0
98643,Customer_98643,44,Female,Los Angeles,7,37.8,256,1
56478,Customer_56478,38,Male,New York,12,61.03,443,1
9530,Customer_9530,50,Female,Miami,12,54.82,171,1
28588,Customer_28588,59,Female,Houston,10,72.44,342,0
57843,Customer_57843,62,Male,Miami,15,63.13,63,0
55339,Customer_55339,64,Male,Miami,15,81.43,319,0
79799,Customer_79799,25,Female,Miami,6,43.36,151,1
25058,Customer_25058,45,Male,Houston,14,85.1,208,1
76782,Customer_76782,37,Male,New York,16,90.01,185,1
95066,Customer_95066,60,Male,New York,14,34.75,488,0
42051,Customer_42051,18,Male,Houston,5,99.25,407,0
21031,Customer_21031,19,Female,Miami,24,83.8,52,1
29939,Customer_29939,48,Female,Los Angeles,19,81.28,308,0
43360,Customer_43360,40,Female,Miami,14,47.93,448,1
5531,Customer_5531,36,Male,Houston,5,72.4,296,0
8499,Customer_8499,50,Male,Miami,24,64.34,350,1
80866,Customer_80866,60,Female,New York,21,55.97,192,0
62327,Customer_62327,26,Female,Chicago,21,64.06,417,1
93261,Customer_93261,31,Female,Chicago,4,87.83,450,1
15723,Customer_15723,19,Male,Los Angeles,22,79.27,185,0
82951,Customer_82951,25,Male,Houston,20,79.12,136,1
16730,Customer_16730,21,Male,Houston,22,87.43,96,0
35673,Customer_35673,47,Male,New York,24,77.33,256,1
58427,Customer_58427,35,Male,Miami,14,76.28,218,1
33957,Customer_33957,20,Female,Miami,12,79.64,430,1
93674,Customer_93674,55,Female,New York,20,53.0,411,1
90431,Customer_90431,57,Female,Chicago,4,93.79,187,0
80747,Customer_80747,29,Female,Miami,20,93.08,335,1
28346,Customer_28346,39,Female,Miami,16,84.14,162,0
51831,Customer_51831,19,Female,Los Angeles,12,71.04,238,0
71926,Customer_71926,64,Female,Los Angeles,22,64.13,429,0
6029,Customer_6029,51,Female,New York,1,61.99,493,0
65109,Customer_65109,20,Female,Miami,10,63.09,271,1
98830,Customer_98830,62,Female,Miami,16,40.68,435,0
13927,Customer_13927,22,Female,Houston,11,75.94,397,0
39634,Customer_39634,37,Female,Chicago,22,82.05,419,1
87577,Customer_87577,42,Female,Houston,19,56.8,160,1
36610,Customer_36610,50,Male,Los Angeles,6,74.19,137,1
93515,Customer_93515,51,Female,Los Angeles,14,31.99,500,1
86732,Customer_86732,55,Male,Miami,22,32.19,446,1
22030,Customer_22030,70,Male,Chicago,4,45.2,115,0
17448,Customer_17448,51,Male,Houston,3,30.28,449,1
37401,Customer_37401,37,Male,New York,11,92.03,133,0
65274,Customer_65274,59,Male,Houston,7,50.16,386,0
35653,Customer_35653,27,Female,New York,23,83.11,208,0
93091,Customer_93091,70,Male,Los Angeles,4,72.3,163,1
236,Customer_236,33,Male,Chicago,20,45.49,401,1
92577,Customer_92577,34,Female,Chicago,12,81.8,357,0
46138,Customer_46138,24,Male,Chicago,16,31.17,368,1
66562,Customer_66562,24,Female,Chicago,2,61.61,88,0
86080,Customer_86080,35,Female,Houston,13,59.71,494,1
99772,Customer_99772,18,Female,Chicago,16,77.42,181,0
31188,Customer_31188,59,Female,Houston,22,55.23,149,0
62759,Customer_62759,46,Female,Chicago,10,69.07,175,0
36447,Customer_36447,63,Male,Los Angeles,15,48.43,62,0
73655,Customer_73655,38,Male,Chicago,21,47.11,411,1
60882,Customer_60882,53,Male,Chicago,8,80.53,362,1
79190,Customer_79190,21,Male,Los Angeles,11,57.55,76,1
57142,Customer_57142,34,Female,Los Angeles,11,68.7,398,1
86704,Customer_86704,24,Male,Miami,13,88.3,280,1
7321,Customer_7321,21,Male,Los Angeles,1,74.52,261,1
78434,Customer_78434,54,Male,New York,7,81.63,59,0
53110,Customer_53110,52,Male,New York,5,67.55,242,0
1301,Customer_1301,51,Male,Chicago,13,45.57,302,1
51389,Customer_51389,34,Male,Chicago,11,52.55,425,0
22482,Customer_22482,31,Male,New York,20,49.62,480,1
28237,Customer_28237,27,Female,Miami,17,42.62,356,0
87987,Customer_87987,31,Female,New York,21,76.74,223,1
79682,Customer_79682,39,Male,Miami,21,53.08,334,1
20932,Customer_20932,45,Male,Houston,8,41.07,385,0
24893,Customer_24893,21,Male,Los Angeles,14,72.12,408,1
93736,Customer_93736,63,Female,Miami,16,72.73,497,1
55204,Customer_55204,38,Female,Houston,8,78.52,59,1
66995,Customer_66995,57,Male,New York,7,43.12,146,1
30242,Customer_30242,21,Male,New York,7,49.63,163,0
14684,Customer_14684,66,Male,Houston,2,53.7,132,0
44743,Customer_44743,26,Female,New York,2,77.68,111,1
11978,Customer_11978,24,Female,Chicago,18,66.95,465,0
78603,Customer_78603,24,Male,Houston,9,66.59,432,1
26642,Customer_26642,50,Female,Houston,15,84.17,256,0
19715,Customer_19715,23,Male,New York,4,51.0,308,1
7963,Customer_7963,31,Male,Houston,17,46.42,432,0
93448,Customer_93448,26,Male,Chicago,23,39.2,232,1
76355,Customer_76355,42,Female,Houston,13,44.0,138,1
668,Customer_668,18,Female,Houston,5,48.57,373,1
90931,Customer_90931,60,Female,Miami,16,74.74,327,1
37018,Customer_37018,51,Male,Los Angeles,3,94.67,156,1
64438,Customer_64438,58,Male,Chicago,19,92.02,153,0
54906,Customer_54906,64,Female,Los Angeles,7,75.67,96,1
71558,Customer_71558,61,Female,Miami,18,61.88,252,1
97581,Customer_97581,38,Male,Miami,10,49.88,160,0
78223,Customer_78223,34,Female,Chicago,10,84.41,362,0
79433,Customer_79433,24,Female,Miami,15,69.83,442,1
65394,Customer_65394,29,Female,Miami,16,65.33,352,0
55967,Customer_55967,35,Female,Chicago,9,37.69,322,1
47872,Customer_47872,48,Female,New York,10,62.8,311,0
48726,Customer_48726,28,Female,New York,8,85.17,211,0
49663,Customer_49663,18,Female,Miami,4,44.69,405,1
43643,Customer_43643,56,Female,Houston,4,82.91,234,0
91728,Customer_91728,57,Male,Houston,2,59.43,421,1
2202,Customer_2202,37,Female,New York,20,52.73,173,1
43701,Customer_43701,40,Female,Chicago,20,57.43,80,1
33950,Customer_33950,35,Male,Chicago,21,47.35,422,1
43158,Customer_43158,53,Male,New York,11,33.33,386,1
162,Customer_162,37,Female,Chicago,14,63.78,321,1
41605,Customer_41605,50,Male,Houston,15,62.75,455,1
41922,Customer_41922,19,Male,New York,2,80.87,340,1
54541,Customer_54541,38,Male,Chicago,3,89.82,179,1
36739,Customer_36739,65,Male,Houston,19,77.22,286,1
47308,Customer_47308,42,Male,Chicago,21,96.29,216,1
70701,Customer_70701,57,Male,New York,8,70.63,55,0
84723,Customer_84723,38,Female,Houston,9,91.22,138,0
1906,Customer_1906,32,Female,New York,11,34.17,119,1
1698,Customer_1698,61,Male,Houston,3,52.23,279,0
38356,Customer_38356,44,Female,New York,1,70.65,396,0
77899,Customer_77899,48,Female,Houston,21,68.34,372,0
34081,Customer_34081,70,Female,New York,1,94.24,119,0
37132,Customer_37132,20,Male,New York,3,35.0,295,0
56364,Customer_56364,50,Male,Houston,17,62.93,72,0
40788,Customer_40788,18,Male,Los Angeles,14,99.02,161,0
97159,Customer_97159,57,Male,Chicago,16,61.66,141,0
19739,Customer_19739,48,Male,Houston,18,86.11,201,0
55249,Customer_55249,45,Female,Miami,11,60.68,88,0
39687,Customer_39687,38,Male,Miami,11,80.41,118,1
67097,Customer_67097,48,Female,Miami,11,58.69,212,1
92011,Customer_92011,24,Female,Chicago,9,30.53,305,0
82945,Customer_82945,23,Female,Houston,15,69.5,465,0
44983,Customer_44983,39,Female,Chicago,18,87.8,280,1
46920,Customer_46920,66,Male,Houston,2,97.82,238,1
74188,Customer_74188,29,Male,Houston,8,34.8,127,1
93888,Customer_93888,45,Female,Los Angeles,18,46.67,212,1
28738,Customer_28738,65,Female,Chicago,19,34.67,107,1
14836,Customer_14836,33,Female,Houston,16,32.19,235,1
16769,Customer_16769,43,Female,Miami,7,82.14,333,1
78665,Customer_78665,61,Female,Los Angeles,3,60.35,461,1
5007,Customer_5007,58,Male,Los Angeles,14,97.61,388,1
66120,Customer_66120,30,Male,Houston,15,39.61,92,1
74264,Customer_74264,32,Female,Chicago,24,77.78,292,0
74197,Customer_74197,18,Male,Miami,2,50.37,81,1
42299,Customer_42299,56,Female,Chicago,13,72.69,308,0
52614,Customer_52614,32,Male,Miami,8,65.36,308,1
60365,Customer_60365,58,Female,Los Angeles,3,71.98,326,0
32331,Customer_32331,65,Male,New York,15,99.54,92,0
43464,Customer_43464,66,Female,Miami,8,57.73,375,1
89848,Customer_89848,49,Female,Chicago,2,45.42,451,0
34367,Customer_34367,62,Female,Houston,9,46.76,441,1
15359,Customer_15359,43,Female,Los Angeles,12,94.55,424,1
90623,Customer_90623,23,Male,Chicago,1,91.15,55,1
20472,Customer_20472,56,Female,Chicago,17,66.94,435,0
70404,Customer_70404,68,Male,Chicago,20,68.5,221,0
31949,Customer_31949,61,Male,New York,2,83.07,457,1
22366,Customer_22366,54,Female,Chicago,16,46.67,330,0
27838,Customer_27838,56,Male,Houston,16,56.98,119,0
48771,Customer_48771,40,Male,Houston,7,47.17,224,1
69184,Customer_69184,27,Female,Miami,3,88.29,326,0
57253,Customer_57253,54,Female,Miami,12,51.15,343,1
72059,Customer_72059,31,Female,Miami,22,37.86,237,0
74358,Customer_74358,27,Female,Miami,2,38.56,162,0
48793,Customer_48793,43,Male,Miami,1,47.15,112,0
33338,Customer_33338,59,Female,New York,16,95.72,410,1
32939,Customer_32939,56,Female,Los Angeles,1,38.93,294,0
65114,Customer_65114,67,Female,Chicago,18,34.14,214,1
33229,Customer_33229,57,Female,Chicago,14,87.71,401,0
22506,Customer_22506,47,Male,New York,24,40.76,490,1
13250,Customer_13250,26,Female,Los Angeles,14,90.38,414,1
79474,Customer_79474,21,Female,Chicago,4,58.65,282,0
57933,Customer_57933,37,Female,Los Angeles,24,59.61,85,1
88193,Customer_88193,32,Female,Houston,9,73.69,224,0
10334,Customer_10334,43,Male,New York,20,67.76,488,1
11622,Customer_11622,44,Male,New York,15,93.09,275,0
13375,Customer_13375,68,Female,Chicago,11,79.11,212,0
70504,Customer_70504,29,Female,Miami,7,91.72,461,1
61753,Customer_61753,45,Male,Houston,21,99.6,491,1
58895,Customer_58895,30,Female,Los Angeles,16,33.67,349,0
50332,Customer_50332,22,Male,Los Angeles,19,43.82,186,0
50271,Customer_50271,30,Male,Los Angeles,1,49.94,259,1
68965,Customer_68965,55,Male,Chicago,3,57.35,126,1
46690,Customer_46690,24,Female,Chicago,20,52.99,201,1
7155,Customer_7155,64,Male,Los Angeles,8,96.97,75,0
16423,Customer_16423,44,Male,Houston,7,37.97,384,0
94376,Customer_94376,59,Male,Miami,5,35.03,434,0
33960,Customer_33960,44,Male,Miami,7,98.69,359,1
22620,Customer_22620,61,Female,Miami,23,76.56,131,1
53281,Customer_53281,63,Female,Miami,12,64.39,230,1
29380,Customer_29380,40,Male,New York,5,35.28,413,1
25867,Customer_25867,67,Male,New York,24,93.68,346,1
99396,Customer_99396,37,Female,Miami,3,60.13,440,1
85384,Customer_85384,20,Male,Houston,12,65.07,348,1
6998,Customer_6998,43,Male,Chicago,9,82.87,420,1
40248,Customer_40248,47,Female,Los Angeles,21,99.69,316,1
38706,Customer_38706,22,Female,Los Angeles,5,39.52,318,0
80720,Customer_80720,31,Female,Miami,23,83.88,92,1
31604,Customer_31604,60,Female,New York,21,38.93,342,0
12538,Customer_12538,62,Male,Miami,22,51.19,166,0
87668,Customer_87668,70,Male,Miami,22,39.1,157,0
91339,Customer_91339,34,Female,Miami,17,45.99,403,0
28605,Customer_28605,44,Male,Los Angeles,9,71.3,429,0
19673,Customer_19673,43,Female,Houston,12,62.69,82,1
51755,Customer_51755,42,Male,Miami,8,92.57,261,0
74566,Customer_74566,60,Male,New York,20,30.15,402,0
11028,Customer_11028,21,Female,Miami,11,83.81,372,1
58367,Customer_58367,65,Male,Miami,1,79.11,299,0
52,Customer_52,25,Female,Chicago,14,38.28,447,1
98386,Customer_98386,66,Female,Houston,6,44.97,484,0
26416,Customer_26416,58,Female,Houston,19,33.05,381,1
23198,Customer_23198,38,Male,Los Angeles,2,52.05,422,0
35103,Customer_35103,46,Male,Chicago,7,35.33,380,0
58225,Customer_58225,32,Male,Chicago,11,92.2,264,0
39079,Customer_39079,50,Female,New York,23,61.31,56,1
71267,Customer_71267,36,Female,New York,13,57.31,245,1
88844,Customer_88844,55,Male,Miami,2,57.58,122,0
9511,Customer_9511,43,Male,Chicago,14,68.5,342,1
539,Customer_539,34,Female,Los Angeles,20,33.58,377,1
91542,Customer_91542,60,Female,Houston,20,78.35,456,0
1128,Customer_1128,51,Male,Miami,7,34.16,480,1
7781,Customer_7781,52,Male,Miami,1,81.25,238,0
2289,Customer_2289,64,Female,Los Angeles,23,94.98,307,1
4041,Customer_4041,39,Male,Houston,5,32.65,158,1
94774,Customer_94774,25,Male,Chicago,5,62.09,334,0
4000,Customer_4000,69,Female,Chicago,3,35.25,310,0
57720,Customer_57720,66,Male,Miami,1,37.62,80,1
73474,Customer_73474,48,Male,New York,4,58.21,234,1
10038,Customer_10038,70,Male,Miami,2,34.55,97,0
3266,Customer_3266,58,Male,Chicago,7,76.47,240,0
20104,Customer_20104,33,Female,New York,7,76.73,433,1
27839,Customer_27839,63,Male,Los Angeles,10,53.54,123,0
69062,Customer_69062,33,Female,Los Angeles,8,43.98,325,1
60082,Customer_60082,29,Male,Chicago,1,86.97,88,0
6450,Customer_6450,26,Female,New York,24,56.72,79,1
3424,Customer_3424,54,Male,New York,15,87.27,166,0
40590,Customer_40590,57,Female,Chicago,23,89.68,194,0
25421,Customer_25421,46,Female,Chicago,7,41.75,142,1
97579,Customer_97579,34,Female,New York,20,76.91,51,1
38424,Customer_38424,66,Male,Los Angeles,24,44.07,160,0
14841,Customer_14841,45,Female,New York,12,85.89,84,1
46588,Customer_46588,21,Male,Chicago,15,50.26,287,1
56781,Customer_56781,59,Female,Chicago,4,70.78,267,1
53518,Customer_53518,52,Female,Chicago,3,68.82,135,0
54054,Customer_54054,47,Female,Los Angeles,14,97.38,437,0
24450,Customer_24450,47,Male,Miami,9,77.37,390,1
14117,Customer_14117,29,Male,Chicago,2,85.03,305,1
20722,Customer_20722,39,Female,New York,16,72.48,169,0
86346,Customer_86346,31,Male,New York,9,54.69,155,1
59102,Customer_59102,43,Female,New York,1,83.62,389,0
33508,Customer_33508,52,Female,Los Angeles,24,90.48,361,1
18014,Customer_18014,50,Male,Los Angeles,20,35.15,264,1
1286,Customer_1286,21,Male,Houston,7,98.48,222,0
31603,Customer_31603,63,Female,New York,18,91.43,299,1
65559,Customer_65559,58,Male,New York,10,58.45,440,0
96766,Customer_96766,51,Female,Chicago,4,78.84,385,0
85092,Customer_85092,25,Male,Chicago,18,58.79,300,0
16370,Customer_16370,66,Male,Miami,11,68.73,118,0
86102,Customer_86102,32,Male,Houston,6,78.42,441,1
30538,Customer_30538,29,Female,Los Angeles,15,37.15,345,1
35345,Customer_35345,68,Female,New York,15,74.07,341,0
98236,Customer_98236,39,Female,Chicago,13,60.25,353,0
58480,Customer_58480,64,Male,New York,8,70.12,87,1
40494,Customer_40494,30,Female,Los Angeles,5,75.76,385,0
88536,Customer_88536,70,Male,Los Angeles,13,99.93,396,0
60423,Customer_60423,48,Male,New York,23,80.56,469,0
4864,Customer_4864,32,Male,Houston,11,70.24,337,1
39072,Customer_39072,60,Male,Houston,8,83.07,256,1
61402,Customer_61402,57,Female,Miami,22,88.53,255,1
97358,Customer_97358,66,Female,Houston,23,58.65,264,1
61185,Customer_61185,38,Female,Los Angeles,19,32.44,206,1
23084,Customer_23084,28,Male,Chicago,9,54.11,294,0
79512,Customer_79512,52,Male,Miami,23,95.23,474,1
21520,Customer_21520,33,Female,Chicago,19,34.05,479,0
55874,Customer_55874,30,Male,Miami,22,30.04,222,1
1674,Customer_1674,35,Female,New York,1,94.82,412,1
80032,Customer_80032,57,Female,New York,20,76.73,56,1
46445,Customer_46445,23,Male,Houston,9,30.52,450,0
68806,Customer_68806,25,Male,Los Angeles,7,73.79,351,1
54578,Customer_54578,33,Male,Chicago,1,95.44,262,1
69260,Customer_69260,46,Male,Chicago,15,77.15,160,0
29570,Customer_29570,23,Male,New York,5,97.3,418,0
76329,Customer_76329,31,Female,Chicago,9,92.48,140,0
59628,Customer_59628,39,Female,Miami,2,61.42,79,0
61493,Customer_61493,54,Female,Los Angeles,4,87.73,155,1
91120,Customer_91120,38,Female,Miami,13,65.58,353,0
87062,Customer_87062,20,Male,Miami,23,60.29,110,1
32889,Customer_32889,68,Female,New York,13,35.49,238,1
72625,Customer_72625,20,Male,Los Angeles,7,74.79,453,0
30817,Customer_30817,21,Female,New York,7,68.17,439,0
72539,Customer_72539,21,Male,Houston,2,99.36,53,0
10363,Customer_10363,34,Male,Miami,1,77.17,379,0
35363,Customer_35363,48,Male,Chicago,11,46.86,120,0
15420,Customer_15420,52,Female,Houston,11,49.58,233,0
43896,Customer_43896,68,Male,Houston,9,88.51,206,0
11509,Customer_11509,19,Female,Los Angeles,22,59.1,79,1
14271,Customer_14271,67,Male,Miami,20,89.14,443,1
78939,Customer_78939,38,Male,Los Angeles,13,41.06,152,0
